"news_id";"news_date";"news_title";"news_description"
1;"August 23, 2023";"First look at Xiaomi 1213!";"Xiaomi 13T series will be launched very soon. It will include several smartphones: 13T and 13T Pro. The other day, renders of the Xiaomi 13T Pro were published on the network, the design of which very much resembles the Redmi K60 Ultra."
